Archivo,Hilo,Tiempo(segundos)
Prueba/subdir3/file2.pptx,0,0.189654422
Prueba/file4.mp3,7,0.194370600
Prueba/subdir1/file1.docx,4,0.197018798
Prueba/subdir2/file2.tar,3,0.205016319
Prueba/subdir3/file1.gif,1,0.208315791
Prueba/file5.pdf,7,0.218970635
Prueba/subdir1/file2.xlsx,5,0.417503142
Prueba/file1.txt,0,0.374478647
Prueba/subdir2/file1.zip,2,0.701199506
Prueba/file2.jpg,4,0.550748589
Prueba/file3.mp4,6,0.752515817
