Archivo,Hilo,Tiempo(segundos)
Prueba/subdir3/file1.gif,1,0.118440582
Prueba/subdir3/file2.pptx,0,0.123925934
Prueba/subdir2/file2.tar,3,0.125376778
Prueba/subdir1/file1.docx,1,0.125255043
Prueba/file4.mp3,1,0.123774477
Prueba/subdir1/file2.xlsx,0,0.252019195
Prueba/subdir2/file1.zip,2,0.498098525
Prueba/file5.pdf,0,0.127941430
Prueba/file1.txt,1,0.244685382
Prueba/file3.mp4,3,0.500134894
Prueba/file2.jpg,2,0.321680954
