Archivo,Hilo,Tiempo(segundos)
Prueba/file5.pdf,9,0.080324233
Prueba/subdir3/file1.gif,1,0.083445156
Prueba/subdir3/file2.pptx,0,0.084789665
Prueba/subdir2/file2.tar,3,0.084559867
Prueba/file4.mp3,7,0.084730240
Prueba/subdir1/file1.docx,4,0.086109865
Prueba/subdir1/file2.xlsx,5,0.146688485
Prueba/file1.txt,8,0.146511534
Prueba/subdir2/file1.zip,2,0.271477553
Prueba/file2.jpg,9,0.196533210
Prueba/file3.mp4,6,0.287399795
