Archivo,Hilo,Tiempo(segundos)
Prueba/subdir3/file1.gif,1,0.063650466
Prueba/subdir2/file2.tar,3,0.066222437
Prueba/subdir3/file2.pptx,0,0.072325073
Prueba/subdir1/file1.docx,4,0.078039055
Prueba/file4.mp3,3,0.067505157
Prueba/subdir1/file2.xlsx,5,0.150913774
Prueba/file5.pdf,4,0.073776454
Prueba/file1.txt,0,0.158616063
Prueba/subdir2/file1.zip,2,0.292248940
Prueba/file3.mp4,1,0.295798248
Prueba/file2.jpg,3,0.241711597
